N	N	N	N	N
8.57	39.69	1000.91	99.9	474.29
10.41	41.01	1020.12	94.27	472.82
14.55	42.74	1028.41	70.09	465.81
31.49	69.13	1009.33	53.9	425.74
26.12	75.6	1017.41	72.31	439.68
7	39.81	1017.47	87.65	484.51
11.15	41.26	1022.67	81.83	473.57
14.27	44.34	1018.95	71.44	470.98
15.34	43.5	1021.18	79.44	459.77
25.16	60.23	1011.21	68.31	444.98
11.92	40.62	1015.91	55.4	464.9
22.3	67.25	1017.33	75.85	453.27
29.42	71.32	1002.26	67.13	437.47
12.42	41.58	1019.49	86.31	466.05
31.42	69.13	1009.34	57.16	425.98
21.9	63.13	1011.54	81.83	447.4
29.83	68.67	1005.33	71.15	434.28
4.32	35.47	1017.8	88.51	488.03
24.22	56.89	1013.81	70.02	440.79
27.04	48.41	1008.57	60.73	441.21
23.75	66.54	1004.41	85.44	436.57
7.67	42.85	1012.02	93.35	478.94
9.7	37.14	1012.79	75.2	475.77
16.16	25.88	1009.58	72.24	461.86
7.48	38.5	1014.01	77.35	488.43
5.15	40.07	1012.27	63.31	495.35
18.81	52.08	1005.77	98.86	450.72
27.88	75.23	1011.33	58.91	439.33
13.14	40.66	1016.47	94.76	466.95
30.51	59.57	1011.08	61.94	436.92
8.73	41.92	1029.41	89.72	480.99
13.83	41.49	1020.11	87.29	469.57
15.14	41.93	1020.95	61.26	469.68
28.69	71.29	1009.22	68.35	433.07
12.68	41.16	1020.09	83.32	464.93
9.64	40.56	1022.51	78.62	483.39
28.69	73.18	1012.23	68.57	431.36
12.75	42.86	1014.9	88.44	475.09
25.23	66.44	1011.37	51.3	438.28
10.17	40.1	1014.05	91.9	479.58
10.94	25.36	1009.47	100.1	470.9
24.67	49.5	1013.62	59.42	455.31
20.77	52.05	1012.22	45.61	455.02
23.43	60.32	1015.34	69.34	446.88
10.09	41.62	1015.21	96.56	463.86
23.69	63.77	1013.39	79.5	444.07
26.65	74.67	1015.73	77.32	435.9
13.56	49.83	1007.01	89.86	466.33
21.22	43.43	1010.96	61.07	448.06
19.94	65.46	1017.7	68.94	448.67
22.21	61.87	1010.9	54.22	446.62
17.53	50.66	1012.74	91.51	457.28
7.17	39.4	1011.48	90.38	484.33
27.77	62.26	1010.88	66.45	430.19
29.29	73.18	1012.4	66.65	430.31
14.16	44.06	1018.92	76.34	464.91
8.55	35.77	1016.15	73.32	481.44
14.12	39.4	1008.02	76.45	468.63
5.47	38.68	1017.33	72.71	485.7
18.8	47.83	1005.86	76.77	453.9
19.69	59.14	1015.99	70.33	448.69
21.11	41.67	1012.44	52.86	460.33
3.92	41.31	999.22	95.26	487.35
11.67	42.74	1025.92	79.57	474.75
14.05	41.39	1019.06	68.54	472.19
11.28	40.55	1006.23	97.78	475.14
11.48	37.92	1008.47	70.55	472.9
17.47	43.77	1012.25	76.78	456.41
25.64	70.72	1010.16	84	441.68
20.6	65.12	1015.53	71.57	452.86
21.37	57.76	1018.8	70.12	454.66
20.51	45.38	1014.29	69.14	461.87
27.28	51.43	1011.46	51.38	450.53
29.91	70.02	1010.18	64.1	437.63
17.65	62.1	1019.63	84.3	452.2
25.77	71.37	1008.88	78.96	433.45
9.54	41.17	1019.79	65.61	481.18
20.36	57.5	1014.36	82.96	452.28
26.89	56.85	1012.27	43.84	436.44
13.35	39.18	1023.24	61.98	469.34
23.91	67.69	1008.28	66.71	439.84
28.29	61.86	1011.87	64.17	438.25
14.27	41.48	1014.83	62.7	458.19
27.48	61.41	1012.2	45.06	452.24
34.03	73.56	1006.49	51.07	440.29
10.01	40.78	1023.71	88.11	470.82
14.09	41.66	1009.25	71.4	469.93
25.18	57.5	1015.07	60.76	449.01
8.63	39.96	1024.39	99.47	475.79
22.2	59.21	1017.87	73.34	445.29
20.58	39.53	1005.68	62.09	460.1
17.37	40.55	1001.19	71.42	460.97
29.97	73.06	1009.41	78.26	430.37
28.53	49.3	1003.83	59.69	438.17
14.5	39	1017.04	75.75	465.32
3.91	35.47	1016.92	86.03	488.67
17.51	39.54	1010.22	71.53	462.12
13.57	42.99	1007.51	88.95	472.04
7.55	38.08	1019.37	76.32	485.49
14.22	45.08	1023.26	84.41	466.47
15.51	36.71	1014.05	72.92	465.85
13.36	39.64	1010.3	93.26	471.89
7.73	37.8	1020.71	63.93	483.94
4.77	39.33	1011.32	68.98	494.91
27.37	76.09	1007.52	89.12	433.34
25.02	69.75	1010.04	91.86	437.87
6.14	40.62	1015.71	86.51	481.66
14.08	43.41	1015.59	54.15	466.99
17.37	58.49	1012.2	91.14	456.29
26.18	69.14	1006.54	85.95	436
21.35	58.16	1017.21	67.66	452.83
24.17	48.78	1018.08	75.14	440.96
16.61	50.9	1013.18	85.26	460.35
15.29	41.35	1006.32	82.56	466.27
20.27	63.09	1016.6	90.7	446.75
11.33	41.16	1019.05	87.13	468.87
27.24	69.13	1009.28	70.85	432.36
20.11	42.04	1010.79	60.31	464.13
22.5	59.54	1007.99	93.63	445.22
22.02	64.45	1012.57	47.87	454.9
21.14	69.94	1008.87	79.74	440.69
10.9	41.93	1014.96	96.24	477.93
20.08	49.69	1008.34	69.88	453.54
29.71	73.18	1012.35	63.06	427.04
10.94	40.81	1026.03	80.79	476.32
23.93	68.28	1005.16	69.91	444.95
15.69	37.87	1021.18	84.38	465.41
10.48	40	1021.35	88.52	478.86
27.78	72.43	1006.72	74.53	429.62
16.17	41.79	1005.78	78.8	454.72
32.39	79.74	1006.92	58.58	430.12
24.3	69.23	1013.17	59.91	440.56
29.56	74.22	1007.45	57.46	432.84
30.01	73.18	1012.23	60.9	429.84
16.44	44	1024.48	76.51	460.33
10.86	37.5	1013.36	75.56	473.75
28.18	73.88	1005.89	75.41	434.48
18.58	64.45	1009.68	67.57	444.28
28.69	67.79	1011.01	66.4	439.87
12.35	41.38	1021.99	55.38	474.94
32.26	71.29	1008.41	48.58	431.96
25.13	51.95	1005.42	62.05	447.7
19.22	62.1	1019.43	79.19	451.8
32.84	74.67	1015.89	31.81	430.88
24.66	57.43	1013.17	71.82	445.41
29.08	67.07	1005.73	57.18	435.57
24.92	60.95	1014.88	60.58	445.44
22.73	66.75	1018.13	84.06	437.93
32.16	68.14	1004.86	37.77	429.64
24.33	49.16	1003.46	61.04	441.2
10.95	40.22	1010.04	78.96	477.23
19.93	62.1	1019.94	76.41	450.57
26.62	71.73	1009.32	80.1	431.93
6.69	43.65	1020.14	69.55	482.57
29.18	71.43	1011.65	59.49	443.75
25.95	59.27	1010.9	70.42	444.19
6.91	39.37	1019.58	71.02	488.2
19.97	59.14	1016.05	70.58	450.06
14.81	39.58	1011.62	73.64	467.32
24.63	65.38	1010.43	40.68	446.23
19.68	62.96	1020.41	82.26	453.58
27.89	73.21	1001.32	85.88	431.59
12.82	43.5	1022.38	84.32	471.41
27.2	77.95	1009.48	78.53	433.39
23.55	65.12	1016.23	66.65	446.44
6.52	35.57	1025.37	78.32	486.06
24.01	63.56	1014.19	64.31	444.1
22.07	60.08	1017.68	71.23	452.56
14.01	42.99	1007.12	69.69	469.23
14.5	41.76	1023.94	84.42	464.23
10.09	37.14	1012.99	72.59	473.66
26.72	65.61	1014.41	52.01	442.48
29.44	64.33	1011.4	61.78	442.32
24.8	50.23	1016.62	63.13	453.56
29.45	68.27	1007.96	61.63	432.96
24.37	68.14	1005.22	59.27	440.22
14.87	42.77	1017.94	75.06	462.03
26.98	70.94	1007.99	68.16	434.73
26.02	59.57	1011.16	76.93	446.5
21.4	44.57	1005.7	73.09	445.09
14.02	41.78	1011.26	48.62	465.87
18.28	60.1	1009.72	85.79	452.93
19.64	44.6	1015.88	47.56	467.53
18.77	39.54	1009.39	63.35	458.58
19.24	58.33	1013.65	85.47	449.26
25.03	60.84	1017.69	59.23	441.58
18.92	46.93	1009.89	77.98	453.66
9.81	44.45	1021.19	90.55	471.32
4.97	42.85	1014.02	88.78	482.98
22.51	66.49	1014.59	63.03	453.08
21.75	49.82	1015.01	78.33	455.28
26.61	72.43	1007.71	75.82	427.61
12.12	40	1018.72	84.42	462.1
12.48	39.85	1012.93	60.23	477.17
20.01	56.65	1020.77	74.46	457.01
21.18	45.01	1012.57	48.05	451.62
9.68	38.16	1015.54	79.67	475.51
22.8	49.16	1006.4	77.05	439.65
11.62	41.54	1019.94	66.43	477.75
21.81	65.46	1013.97	52.16	444.66
8.16	39.3	1019.39	85.38	483.17
24.78	66.49	1010.55	68.12	436.62
6.25	40.02	1032.14	80.22	481.38
22.03	64.69	1007.21	75.75	440.92
13.08	44.9	1020.47	86.46	472.01
7.79	41.01	1024	97.2	477
14.77	39.16	1016.12	81.88	470.39
23.28	72.24	1011.3	90.5	434.21
18.59	44.63	1003.99	86.22	459.65
20.46	51.43	1007.31	93.25	444.88
24.2	59.43	1009.69	62.3	440.66
18.41	44.9	1008.97	73.81	453.12
18.77	58.66	1010.34	87.25	454.54
16.89	49.21	1015.19	70.39	458.25
14.95	39.31	1009.15	75.3	462.72
31.97	69.04	1008.5	47.69	441.18
5.85	40.77	1022.44	84.77	480.59
20.37	69.48	1011.04	84.31	445.81
5.52	39.33	1009.74	95.25	492.39
22.32	59.8	1016.82	64.18	451.21
22.87	71.29	1008.1	73.1	442.27
29.19	65.71	1013.85	50.5	444.49
6.91	37.49	1011.05	82.07	481.88
24.42	65.94	1011.25	65.04	439.63
24.35	58.49	1011.03	70.64	445.6
19.83	39.39	1013.73	59.16	463.72
22.25	60.84	1018.07	73.67	443.99
13.93	42.86	1032.37	71.11	468.88
9.11	40.64	1020.68	86.91	476.62
31.18	77.95	1014.89	65.62	431.58
9.53	38.38	1020.49	80.08	478.03
7.94	35.77	1017.04	63.22	480.38
5.41	45.87	1008.47	97.51	479.48
13.83	44.45	1021.5	68.75	462.6
13.9	40.2	1013.13	89.91	464.17
22.64	59.27	1012.58	83.55	446.2
18.72	60.07	1015.81	70.55	454.35
28.88	73.68	1015.25	47.73	432.93
11.42	40.43	1025.5	75.85	490.02
6.02	41.38	1021.2	88.71	490.57
10.86	44.85	1014.15	88.36	476.87
13.89	43.7	1015.12	64.99	470.88
19.38	54.9	1017.08	70.46	454.1
8.74	36.3	1015.18	61.97	438.63
16.01	49.64	1026.35	77.75	457.8
20.68	68.61	1011.2	84.81	446.33
15.3	41.76	1022.57	71.56	466.59
13.93	44.9	1022.15	85.93	470.59
14.91	46.9	1019.59	98.1	461.73
7.24	41.17	1020.35	80.56	486.76
15.75	36.99	1007.67	93.8	464.38
10.12	43.72	1011.33	97.62	473.05
20.85	59.21	1012.9	75.97	444.44
23.29	62.91	1013.35	68.25	444.61
14.59	35.71	1015.19	54.13	469.32
29.96	67.83	1008	44.05	433.13
25.62	58.82	1010.02	70.31	444.14
28.62	79.74	1008.12	65.39	436.12
23.72	66.48	1003.61	73.75	436.62
20.89	70.32	1011.22	89.68	442.5
11.82	41.17	1019.5	55.74	475.61
3	39.64	1011	80.14	485.2
29.7	67.17	1007.31	66.56	438.04
21.35	57.76	1017.36	73.1	452.57
27.2	78.05	1010.15	90.2	430.55
22.75	70.94	1008.03	81.95	439.91
10.56	41.54	1019.92	78.95	479.33
22.43	63.94	1012.76	93.24	444.53
10.1	41.4	1024.29	85.94	474.28
26.85	66.86	1006.78	69.4	438.26
14.02	40.1	1015.56	82.44	467.32
21.69	47.45	1007.56	77.2	447.06
8.86	40.23	1017.57	90.47	478.05
33.12	68.31	1010.3	42.29	441.13
12.1	44.77	1019.1	75.85	463.11
5.74	45.87	1011.44	95.94	482
9.55	41.44	1015.07	85.94	481.75
5.89	39.48	1005.11	59.83	484.91
17.9	67.71	1004.3	89.59	449.73
20.58	49.15	1021.42	56.15	453.87
26.38	69.88	1008.42	86.25	432.25
27.62	71.14	1011.6	52.8	434.72
28.99	54.2	1012.79	41.9	442.6
17.72	50.9	1012.02	85.55	456.4
28.36	60.23	1010.05	53.03	441.08
22.98	69.84	1005.55	84.1	437.49
23.25	71.29	1008.05	71.36	442.21
28.15	71.25	1000.51	81.04	431.28
10.81	44.63	1020.61	88.29	473.86
22.68	50.78	1008.83	70.3	447.69
9.2	40.03	1017.05	92.46	480.38
20.52	57.76	1017.03	81.19	453.64
27.92	68.3	1015.02	51.04	437.28
25.16	47.01	1014.99	64	452.64
25.52	67.17	1007.33	85.12	440.02
12.09	38.25	1013.61	81.28	469.29
30.56	71.98	1004.74	58.77	429.2
23.76	61.5	1009.15	68.52	441.16
18.75	44.9	1007.99	75.76	452.77
12.84	40.8	1026.95	69.86	475.59
20.01	68.63	1012.34	69.49	454.5
9.66	41.82	1033.19	73.19	477.67
26.93	75.23	1010.19	62.12	434.1
13.79	45.08	1025.02	84.36	469.55
22.82	69.94	1004.65	73.47	437.32
20.69	50.78	1008.71	91.95	447.58
21.89	74.78	1010.35	80.39	444.6
26.45	69.13	1001.53	89.64	427.5
28.18	77.54	1011.99	74.72	430.55
9.07	40.67	1014.41	70.39	484.5
25.38	70.94	1007.87	73.59	446.31
11.2	41.38	1021.65	61.89	476.87
14.45	52.75	1023.97	63.59	459.85
28.84	60.23	1009.7	59	437.82
18.13	49.39	1021.29	82.52	458.53
20.87	57.19	1006.5	77	445.95
16.32	43.14	1014.72	70.43	465.38
25.35	72.99	1007.65	84.09	436.29
30.61	68.84	1011.18	52.5	439.9
29.76	73.56	1008.07	84.85	432.51
16.64	43.14	1019.03	82.88	459
16.77	42.28	1007.53	73.19	465.52
27.2	65.18	1011.47	47.14	436.99
17.32	41.67	1013.23	68.07	462.74
25.79	65.27	1013.26	55.35	440.04
19.08	58.59	1013.42	68.88	451.05
4.84	38.5	1011.96	81.62	491.23
26.08	48.6	1003.61	57.8	438.61
17.46	62.1	1019.96	83.99	451.06
16.41	47.24	1015.75	88.78	457.94
10.39	40.22	1004.95	91.65	476.49
13.13	40.75	1016.05	80.87	472.5
13.67	41.48	1017.51	63.54	463.97
7.09	43.13	1017.91	92.37	485.04
10.52	41.48	1018	68.99	469.8
21.26	60.84	1018.43	78.83	446.08
5.79	45.87	1010.23	95.41	480.97
8.42	40.64	1022.35	96.38	476.29
24.78	68.63	1013.96	43.7	448.43
23.58	70.04	1010.95	76.32	435.47
28.08	73.42	1012.17	62.74	434
4.95	42.07	1004.87	80.88	485.67
24.19	46.93	1013.4	49.39	446.3
9.88	40	1021.4	92.06	481.58
29.29	72.58	1007.39	72.85	428.73
4.04	35.47	1017.51	87.35	486.86
7.38	41.22	1016.47	96.29	485.73
10.58	42.34	1022.32	94.01	474.91
27.02	72.58	1009.21	89.13	437.8
6.4	39.9	1007.75	86.55	486.03
10.46	41.06	1021.41	82.34	481.47
30.61	67.69	1004.97	47.46	429.8
29.83	71.98	1004.32	67.55	426.98
31.77	76.09	1007.4	73.36	431.69
8.35	40.46	1019.23	73.26	474.79
31.75	74.99	1003.25	53.33	430.82
5	40.64	1021.05	94.84	485.27
25.26	74.33	1014.79	79.56	433.49
6.1	39.33	1010.4	95.34	491.37
7.24	41.17	1020.35	80.56	486.76
10.52	42.18	1014.9	95.67	469.03
15.66	41.35	1001.68	86.26	463.57
10.41	36.71	1022.02	84.56	474.2
21.08	44.05	1008.13	72.52	449.6
23.59	58.62	1017.81	66.68	448.09
21.53	58.05	1012.9	87.57	447.93
10.67	40.56	1022.39	77.92	482.36
14.31	40.78	1024.3	76.41	463.54
28.74	70.32	1008.15	45.99	431.93
29.15	69.48	1008.68	55.78	430.54
18.85	44.63	1009.06	84.75	456.72
6.93	41.14	1027.18	84.67	479.06
24.27	70.47	1008.96	78.31	434.24
13.35	41.16	1011.32	89.12	474.57
10.8	39.28	1010.7	82.62	478.8
22	51.3	1012.87	85.79	450.18
7.67	41.66	1016.25	77	485.03
4.62	38.44	1016.09	73.14	486.84
12.59	39.72	1017.76	61.14	470.18
23.49	49.3	1003.35	77.96	442.76
19.83	51.43	1007.36	91.64	449.45
29.26	69.34	1009.76	58.64	435.32
9.78	40.03	1017.33	92.11	480.59
16	43.02	1012.37	39.2	466.01
18.76	56.53	1020.04	86.62	452.5
19.82	63.9	1013.19	78.96	449.61
21.7	49.02	1008.74	82.8	446.46
27.28	72.58	1009.21	89.96	431.27
22.56	70.98	1005.66	95.95	440.81
30.72	71.58	1009.98	50.39	430.46
21.87	49.39	1019.99	67.05	451.97
8.85	40.22	1008.61	90.6	482.3
11.58	39.69	1005.17	86.55	469.6
25.66	61.08	1013	71.21	446.05
14.16	44.58	1020.75	77.42	473.22
7.92	39.54	1011.51	84.41	481.44
24.42	57.32	1011.46	55.92	443.94
30.18	61.5	1009.8	36.81	436.92
21.85	58.33	1013.03	66.39	447.31
30.56	72.39	999.96	69.81	430.85
7.78	40.8	1026.7	85.61	488.54
13.21	45.87	1008.58	85.66	463.1
20.25	58.33	1013.25	68.92	448.93
14.39	42.77	1017.36	83.28	463.65
21.92	49.02	1009.29	88.56	443.31
30.67	71.29	1008.36	52.08	430.28
23.6	57.17	1009.84	74.27	446.05
10.62	42.02	999.83	96.66	472.41
9.79	39.69	1002.36	93.86	471.61
13.69	34.03	1018.45	65.76	469.12
24.11	66.51	1015.35	56.01	437.21
20.68	42.04	1010.2	63.43	464.14
26.3	51.43	1012.05	63.62	442.28
25.7	69.45	1013.86	56.91	437.04
19.46	42.04	1011.3	60.45	466.24
11.49	41.54	1020.17	70.91	476.74
33.17	70.4	1004.45	58	430.14
13.46	41.4	1019.46	71.73	467.4
27.34	70.98	1008.82	71.42	438.73
24.2	64.33	1011.15	84.23	442.78
20.96	69.48	1011.04	82.63	444.31
28.82	71.8	1010.97	67.64	436.71
9.27	36.3	1026.93	72.13	479.66
11.48	36.18	1017.03	61.62	469.44
14	40.8	1026.17	54.82	474.87
13.03	41.26	1022.17	79.79	466.02
28.18	71.85	1008.78	82.88	427.83
12.77	40.71	1014.66	72.81	471.59
28.15	71.94	1006.73	68.21	427.69
22.65	60.93	1006.43	85.13	440.52
25.64	50.05	1006.97	67.72	440.86
21.94	57.5	1014.64	78.52	451.1
22.95	67.79	1009.89	91.69	442.19
5.21	41.31	1003.51	91.23	486.46
17.02	44.85	1014.38	62.66	459.98
33.18	72.29	1009.51	58.35	435.26
29.85	61.85	1005.45	61.85	436.46
26.56	65.59	1012.6	64.25	443.66
21.42	43.79	1015.76	43.08	462.19
23.86	63.77	1014.6	82.37	440.58
14.34	42.86	1031.75	66.81	466.17
30.36	69.82	1010.02	54.22	439.05
18.12	43.69	1016.91	52.95	464.68
28.53	68.08	1013.27	42.53	438.91
23.62	61.87	1010.07	48.77	447.93
22.81	58.96	1013.5	55.66	452.89
26.36	73.68	1013.99	86.44	430.39
29.3	73.67	1005.64	65.31	431.07
24.26	69.51	1013.43	53.23	442.56
26.85	71.73	1010.06	65.24	429.97
26.91	71.64	1004.59	83.54	438.73
24.47	70.94	1008.07	81.55	436.29
18.06	65.48	1018.79	77.95	454.34
26.05	44.89	1009.83	56.36	443.18
30.01	62.34	1005.28	62.34	435.94
23.08	64.44	1014.85	69.95	448.61
9.86	42.49	1009.16	81.41	477.78
11.44	41.39	1019.59	79.95	478.52
12.9	43.41	1015.92	59.15	464.26
13.44	42.34	1018	96.65	459.6
33.37	79.05	1007.19	62.64	430.42
28.82	65.71	1014.24	54.3	449.18
23.62	49.21	1014.1	49.54	443.53
18.65	52.08	1005.48	99.94	449.55
6.81	38.56	1016.5	70.99	487.45
19.04	43.43	1009.25	68.74	453.32
19.32	52.9	1016.86	68.2	457.66
6.64	35.19	1019.83	76.01	484.03
21.71	65.27	1013.24	63.58	444.91
16.46	48.6	1006.08	89	449.58
7.5	38.06	1021.96	83.45	485.98
24.27	74.93	1012.73	73.81	443.06
16	43.34	1013.58	78.87	461.7
17.28	65.94	1013.62	89.97	454.76
27.18	71.06	1008.16	86.32	430.66
14.18	42.99	1007.19	73.21	468.35
28.5	76.86	999.49	77.47	430.62
32.5	73.68	1014.65	55.72	427.63
21.89	58.62	1016.15	74.59	450.05
23.18	59.04	1011.44	79.28	443.12
24.07	73.46	1006.61	73.46	438.41
25.31	65.59	1011.16	79.71	440.96
25.15	68.51	1013.25	72.31	440.96
9.45	41.92	1029.32	91.09	467.79
27.01	67.98	1006.01	67.98	434.65
20.01	59.87	1019	84.12	448.39
18.36	51.43	1010.57	90.17	459.8
28.12	58.33	1013.61	39.67	448.72
18.18	61.87	1008.64	66.28	453.1
23.72	58.62	1016.32	71.17	447.13
27.17	61.25	1013.03	70.43	435.9
6.03	40.78	1025.53	98.68	480.36
22.58	58.12	1014.88	80.59	448.32
23.75	61.5	1008.16	69.14	442.35
26.33	64.45	1013.12	43.31	450.67
18.21	39.54	1009.81	70.92	461.73
22.06	43.43	1010.46	58.01	448.92
17.39	42.44	1013.72	73.79	461.55
9.3	40.56	1022.64	76.14	479.87
34.24	74.67	1016.24	25.56	425.58
7.17	41.92	1031.97	83.86	485.08
22.99	68.67	1006.65	77.62	446.67
22.02	69.45	1013.84	75.75	440.26
23.94	59.39	1014.32	74.55	438.64
22.28	58.86	1014.08	66.47	446.55
12.5	45.51	1015.8	82.82	469.69
18.19	44.06	1017.24	78.73	456.13
18.2	39.63	1005.35	79.05	468.49
13.06	44.2	1018.95	85.68	469.02
9.68	39.61	1015.63	74.5	475.02
29.25	69.13	1010.27	67.35	426.29
14.76	40.71	1017.37	71.07	465.58
10.94	39.69	1004.5	86.29	459.69
18.41	62.1	1020.4	78.1	457.14
30.04	67.25	1017.57	38.14	434.83
7.9	43.79	1016.14	83.05	485.26
22.05	59.92	1009.06	93.74	437.9
29.19	70.32	1008.28	55.42	427.9
24.16	60.29	1018.09	63.49	446.17
29.75	70.32	1007.35	55.8	427.2
22.73	63.73	1009.12	94.8	441.75
12.95	40.1	1015.31	86.01	471.07
10.54	41.93	1016.64	93.52	479.65
11.95	42.07	1018.52	84.73	467.91
16.81	45.87	1008.7	98	455.96
18.89	63.09	1018.47	84.85	450
11.89	40.64	1021.29	97.16	476.99
13.91	40.24	1017.03	85.93	466.24
28.59	75.08	1005.58	60.3	442.7
22.25	66.54	1004.64	89.15	437.19
24.04	51.95	1006.13	73.92	450.07
25.86	61.08	1013.51	67.5	449.67
27.91	72.24	1010.74	70.8	430.73
24.23	56.89	1012.32	68.04	441.29
8.69	40.81	1026.19	86.25	484.55
29.78	73.42	1011.27	52.79	445.58
13.52	41.44	1015.81	65.97	472.11
16.14	44.21	1020.36	80.59	461.03
25.87	63.47	1011.54	65.45	445.87
16.71	46.18	1011.61	95.82	459.4
18.84	67.32	1012.63	81.89	449.21
25.98	73.18	1012.28	85.78	439.73
14.93	39.39	1014.31	80.68	468.88
25.89	74.22	1007.43	81.55	433.73
8.82	43.56	1014.95	81.54	482.71
29.93	71.85	1008.43	66.64	426.82
16.51	51.86	1022.37	81.18	442.48
20.92	70.02	1011.06	85.63	437.96
22.98	73.17	1011.94	90.13	438.5
30.2	71.8	1011.13	60.66	436.94
25.03	59.21	1017.28	56.96	446.33
30.02	68.24	1009.8	65.73	429.5
18.87	43.43	1009.16	69.5	454.58
22.4	70.94	1008.06	84.52	440.04
5.07	40.07	1019.32	66.17	494.87
12.85	41.14	1027.04	86.29	464.86
26.74	59.87	1012.5	62.88	447.88
17.44	45.01	1013.65	75.13	456.08
27.56	63.9	1013.23	45.97	442.43
14.08	40.1	1015.48	82.81	469.33
12.83	44.88	1017.86	87.88	474.26
15.93	40.89	1011.57	74.55	468.8
30.05	69.34	1008.26	61.5	436.82
27.69	69.71	1009.9	69.91	440.43
14.91	43.34	1015.15	81.56	461.27
11.92	40.62	1016.66	55.25	468.14
30.85	70.94	1007.47	54.79	431.77
25.57	44.05	1005.79	65.14	443.84
10.55	41.55	1005.02	63.24	473.99
12.88	40.64	1020.76	92.58	474.58
13.03	39.52	1016.68	83.09	473.99
15.62	58.59	1013.91	97.6	457.3
14.4	40.2	1013.04	90.5	464.5
9.86	37.83	1005.05	100.15	472.46
23.84	63.47	1012.54	76.33	444.48
22.53	58.62	1016.28	72.78	449.02
7.18	38.56	1016.49	70.37	487.63
13.68	44.47	1027.81	69.53	469.37
25.41	65.12	1016.01	53.39	442.86
25.24	68.28	1000.26	78.17	435.9
28.01	44.89	1008.98	48.52	444.76
26.87	69.23	1012.71	54.54	433.89
14.01	39	1016.73	79.23	466.7
16.23	43.52	1020.13	76.3	464.74
7.06	41.38	1021.94	83.55	487.71
11.72	41.54	1020.04	66.84	476.12
14.14	43.34	1017.1	81.77	464.36
12.45	40.1	1015.4	82.61	473.63
27.72	69.88	1007.58	72.25	434.02
3.2	41.31	997.67	98.84	489.86
12.12	38.28	1013.65	90.19	471.19
19.95	57.25	1011.08	88.04	453.03
9.33	42.49	1008.93	82.59	478.43
14.87	54.3	1017.17	71.57	462.87
25.45	57.32	1011.7	47.09	441.3
16.23	43.69	1016.4	68.9	466.22
20.09	61.27	1020.05	70.71	451.43
16.66	36.71	1013.68	70.66	466.07
12.26	43.48	1016.41	72.95	467.83
23.32	69.23	1011.75	75.59	436.18
24.88	49.16	1006.04	64.54	445.18
15.38	43.99	1022.42	83.41	462.48
18.16	39.99	1007.73	70.54	463.69
27.26	66.56	1007.83	60.95	434.88
7.41	40.71	1023.07	83.32	474.25
2.34	39.42	1028.47	69.68	490.34
13.96	40.83	1009.89	84.86	469.86
29.91	74.9	1003.36	69.34	434.93
10.02	39.66	1016.34	79.98	480.05
27.71	75.23	1010.21	59.75	440.7
12.54	40.1	1015.73	84.29	475.02
17.66	44.9	1020.5	71.33	457.11
11.6	40.69	1015.51	86.55	474.99
28.42	75.23	1010.25	56.8	435.64
16.22	50.88	1014.33	100.09	454.94
18.21	41.85	1014.67	56.86	468.4
12.78	44.6	1013.64	77.56	468.67
29.82	43.21	1011.52	63.54	433.31
25.58	64.45	1011.07	61.47	447.16
30.22	68.3	1014.91	34.9	434.3
20.06	62.1	1020.21	72.21	451.81
29.07	71.64	1006.07	69.53	440.51
31.46	71.29	1008.57	41.79	430.8
20.98	60.1	1011.07	79.44	450.95
27.44	66.56	1005.51	69.28	428
26.99	62.26	1011.13	71.27	436.89
29.1	73.9	1007.47	59.48	436.56
6.92	41.26	1011.16	96.2	483.61
14.26	44.2	1019.81	76.46	462.87
26.44	54.2	1012.65	48.02	444.78
15.85	49.69	1015.48	88.65	464.72
15.55	42.03	1017.41	74.58	460.84
19.18	50.12	1005.99	100.09	444.56
11.87	41.78	1012.97	64.79	470.84
10.53	40.64	1020.62	98.43	477.99
14.54	43.14	1010.26	82.98	465.45
14.77	44.47	1028.38	71.18	464.25
21.79	61.45	1011.11	91.78	446.99
10.62	39.96	1025.37	96.64	470.8
14.72	38.91	1015.17	61.75	468.87
26.38	66.49	1013.89	43.06	442.38
8.85	40.43	1025.68	80.42	491.81
29.45	75.6	1018.12	50.68	437.31
30.39	71.8	1010.87	64.11	435.82
21.99	57.5	1015.87	80.72	446.96
16.48	68.28	1004.27	99.89	449.7
19.32	52.84	1004.29	83.51	450.88
29.49	69.71	1009.34	56.35	440.99
22.86	66.48	1003.77	71.22	435.56
30.29	71.58	1010.01	54.03	434.27
22.21	60.77	1018.21	84.96	444.57
26.48	73.06	1008.07	90.73	433.31
23.7	62.91	1012.26	57.89	444.99
24.34	73.5	1011.31	84.15	440.29
3.6	35.19	1018.73	99.1	488.98
13.47	43.34	1012.75	87.04	468.8
37.11	68.94	1006.23	31.15	429.25
33.43	69.88	1006.86	44.84	435.59
11.11	40.55	1023.91	87.12	476.37
11.87	44.6	1018.81	84.68	468.47
27.6	69.05	1003.87	42.01	436.08
13.74	39.35	1014.82	77.48	471.11
5.41	40.07	1019.16	64.77	495.24
17.01	44.2	1019.18	61.23	457.26
26.12	70.47	1009.93	72.13	434.67
30.34	71.25	1000.94	67.29	431.18
7.79	43.13	1019.67	85.35	484.42
23.63	58.98	1010.99	81.16	444.43
21.97	58.95	1017.78	76.95	443.61
